,eventid,iyear,imonth,iday,extended,country_txt,city,latitude,longitude,location,summary,crit1,crit2,crit3,alternative_txt,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,gname,guncertain1,nperps,nperpcap,claimed,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weapdetail,nkill,nkillter,nwound,property,addnotes,scite1,scite2,scite3,related
945,201412270054,2014,12,27,0,Ukraine,Stanytsia Luhanska,48.660713,39.470314,,"12/27/2014: Assailants attacked Armed Forces of Ukraine soldiers in Stanytsia Luhanska area, Luhansk oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,"Firearms, grenade launchers, mortars and artillery were used in the attack.",0.0,0.0,0.0,-9,,"""Ukrainian forces report calm night in east,"" Interfax-Ukraine, December 28, 2014.",,,
946,201412280034,2014,12,28,0,Ukraine,Kiev,50.512934,30.616597,The incident occurred in the Desna neighborhood of Kiev.,"12/28/2014: An explosive device detonated near a gas station in Desna neighborhood, Kiev city, Kiev oblast, Ukraine. No one was injured in the blast, but the station's fence was damaged. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,1,Business,1.0,Gas/Oil/Electric,Unknown,Gas Station,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,16.0,Unknown Explosive Type,,,,,,0.0,0.0,0.0,1,,"""Explosion jolts Kyiv gasoline station, no one hurt,"" Interfax-Ukraine, December 29, 2014.",,,
947,201412280093,2014,12,28,0,Ukraine,Hranitne,47.460209000000006,37.86647,,"12/28/2014: Assailants fired mortars at Hranitne town, Donetsk oblast, Ukraine. No casualties were reported. This was one of two mortar attacks on the town on this day. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Hranitne Town,Town,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Mortars were used in the attack.,0.0,0.0,0.0,-9,,"""Separatists fire on Ukrainian troops 12 times, kill three in past 24 hours,"" Interfax-Ukraine, December 29, 2014.","""Ukrainian military says rebels fire on positions eight times overnight,"" 5 Kanal Television, December 29, 2014.",,"201412280093, 201412280094"
948,201412280094,2014,12,28,0,Ukraine,Hranitne,47.460209000000006,37.86647,,"12/28/2014: Assailants fired mortars at Hranitne town, Donetsk oblast, Ukraine. No casualties were reported. This was one of two mortar attacks on the town on this day. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Hranitne Town,Town,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Mortars were used in the attack.,0.0,0.0,0.0,-9,,"""Separatists fire on Ukrainian troops 12 times, kill three in past 24 hours,"" Interfax-Ukraine, December 29, 2014.","""Ukrainian military says rebels fire on positions eight times overnight,"" 5 Kanal Television, December 29, 2014.",,"201412280093, 201412280094"
949,201412310095,2014,12,31,0,Ukraine,Mykolayiv,46.971734000000005,32.000598,,"12/31/2014: An explosive device detonated targeting a building in Mykolayiv area, Mykolayiv oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",Unknown,Building,Unknown,0.0,1.0,0.0,0.0,6,Explosives,16.0,Unknown Explosive Type,,,,,,0.0,0.0,0.0,1,,"""A residential house in Ukraine's southern city damaged by explosion,"" BBC Monitoring Kiev Unit Supplied by BBC Worldwide Monitoring, December 31, 2014.",,,
950,201501010025,2015,1,1,0,Ukraine,Staryi Aydar,48.721008000000005,39.182846000000005,,"01/01/2015: Assailants fired mortars and opened fire on Armed Forces of Ukraine soldiers in Staryi Aydar town, Luhansk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Luhansk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Luhansk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Mortars were used in this attack.,1.0,0.0,1.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Luhansk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",,
951,201501010026,2015,1,1,0,Ukraine,Zolote,48.694492,38.50779,,"01/01/2015: Assailants fired mortars at Armed Forces of Ukraine soldiers in Zolote town, Luhansk oblast, Ukraine. At least two civilians were killed in the attack. Additionally, at least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Luhansk People's Republic.",1,1,1,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Luhansk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Mortars were used in the attack.,0.0,0.0,3.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Luhansk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.","""Ukraine reports one soldier dead over 24 hours, rebels say two civilians killed,"" 5 Kanal Television, January 2, 2015.",
952,201501010027,2015,1,1,0,Ukraine,Vuhlehirsk,48.312065000000004,38.274978999999995,,"01/01/2015: Assailants fired mortars at Ukrainian Army soldiers near Vuhlehirsk town, Donetsk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Mortars were used in the attack.,0.0,0.0,1.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""13:29One Ukrainian soldier killed, five wounded in Donbas conflict zone in last day,"" UNIAN, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",
953,201501010028,2015,1,1,0,Ukraine,Popasna,48.635265000000004,38.380325,,"01/01/2015: Assailants fired mortars at Ukrainian Army soldiers in Popasna town, Luhansk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Luhansk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Luhansk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Mortars were used in the attack.,0.0,0.0,1.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Luhansk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""13:29One Ukrainian soldier killed, five wounded in Donbas conflict zone in last day,"" UNIAN, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",
954,201501010030,2015,1,1,0,Ukraine,Chermalyk,47.313381,37.805458,,"01/01/2015: Assailants fired mortars at Ukrainian Army soldiers near Chermalyk town, Donetsk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Mortars were used in the attack.,0.0,0.0,1.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""13:29One Ukrainian soldier killed, five wounded in Donbas conflict zone in last day,"" UNIAN, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",
955,201501010031,2015,1,1,0,Ukraine,Debaltseve,48.346134,38.424828000000005,,"01/01/2015: Assailants fired projectiles at Ukrainian Army soldiers near the Poltava mine outside of Debaltseve town, Donetsk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Artillery was used in the attack.,0.0,0.0,0.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""13:29One Ukrainian soldier killed, five wounded in Donbas conflict zone in last day,"" UNIAN, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",
956,201501010032,2015,1,1,0,Ukraine,Leninske,48.372005,37.88657,,"01/01/2015: Assailants fired projectiles at Ukrainian Army soldiers near Leninske town, Donetsk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Artillery was used in the attack.,0.0,0.0,0.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""13:29One Ukrainian soldier killed, five wounded in Donbas conflict zone in last day,"" UNIAN, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",
957,201501010033,2015,1,1,0,Ukraine,Olenovka,48.251964,38.323397,,"01/01/2015: Assailants fired projectiles at Ukrainian Army soldiers in Olenovka town, Donetsk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Artillery was used in the attack.,0.0,0.0,0.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""13:29One Ukrainian soldier killed, five wounded in Donbas conflict zone in last day,"" UNIAN, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",
958,201501010034,2015,1,1,0,Ukraine,Zolote,48.694492,38.50779,,"01/01/2015: Assailants fired rockets at Ukrainian Army soldiers in Zolote town, Luhansk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Luhansk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Luhansk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,BM-21 Grad multiple rocket launchers were used in this attack.,0.0,0.0,0.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Luhansk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",,
959,201501010035,2015,1,1,0,Ukraine,Olkhovatka,48.25189,38.41282,,"01/01/2015: Assailants fired rockets at Ukrainian Army soldiers in Olkhovatka town, Donetsk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,BM-21 Grad multiple rocket launchers were used in this attack.,0.0,0.0,0.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""13:29One Ukrainian soldier killed, five wounded in Donbas conflict zone in last day,"" UNIAN, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",
960,201501010036,2015,1,1,0,Ukraine,Donetsk,47.981646999999995,37.762325,,"01/01/2015: Assailants opened fire on Armed Forces of Ukraine soldiers stationed at the Donetsk Sergey Prokofiev International Airport in Donetsk city, Donetsk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,2,Armed Assault,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Armed Forces of Ukraine,Donetsk Sergey Prokofiev International Airport,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,"Small arms, grenade launchers, and mortars were used in this attack.",0.0,0.0,0.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""13:29One Ukrainian soldier killed, five wounded in Donbas conflict zone in last day,"" UNIAN, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",
961,201501010037,2015,1,1,0,Ukraine,Chernukhino,48.325562,38.511093,,"01/01/2015: Assailants opened fire on Ukrainian Army soldiers near Chernukhino town, Luhansk oblast, Ukraine. At least one soldier was killed and 12 others were injured across 12 unrelated incidents in Ukraine on the same day, including this one. No group claimed responsibility; however, sources attributed the incident to the Luhansk People's Republic.",1,1,0,State Actors,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Luhansk People's Republic,0.0,-99.0,0.0,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,0.0,0.0,0.0,-9,"There is also reason to doubt that this incident meets terrorism-related criteria because both the Luhansk People's Republic and the Ukraine military accused the other of instigating the attack. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501010025, 201501010026, 201501010027, 201501010028, 201501010030, 201501010031, 201501010032, 201501010033, 201501010034, 201501010035, 201501010036, and 201501010037.","""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""13:29One Ukrainian soldier killed, five wounded in Donbas conflict zone in last day,"" UNIAN, January 2, 2015.","""10:33Russian-backed militants step up attacks on Ukrainian forces,"" UNIAN, January 2, 2015.",
962,201501010067,2015,1,1,0,Ukraine,Chernukhino,48.325562,38.511093,,"01/01/2015: Assailants fired a mortar that landed and detonated in Chernukhino village, Luhansk oblast, Ukraine. The mortar struck two civilian houses, killing one person, injuring two others, and destroying the houses. No group claimed responsibility; however, sources attributed the incident to Luhansk People's Republic.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residence,Luhansk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Mortars were used in the attack.,1.0,0.0,2.0,1,,"""Ukraine warned: 2015 will not be easy,"" Irish Examiner, January 2, 2015.","""13:26Shelling by militants in Luhansk region kills one civilian, injures two, says Moskal,"" UNIAN, January 1, 2015.",,
963,201501020060,2015,1,2,0,Ukraine,Chermalyk,47.313381,37.805458,,"01/02/2015: Assailants attacked Ukrainian soldiers with mortars and firearms in Chermalyk area, Donetsk oblast, Ukraine. No casualties were reported in the attack. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),"Mortars, a sniper rifle and unknown small arms were used in this attack.",0.0,0.0,0.0,-9,There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack.,"""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""Ukraine, rebels say situation in restive east tense, cease-fire breached again,"" Facebook, January 2, 2015.",,
964,201501020061,2015,1,2,0,Ukraine,Chernukhino,48.325562,38.511093,,"01/02/2015: Assailants attacked Ukrainian soldiers Chernukhino town, Luhansk oblast, Ukraine. No casualties were reported. This was one of two incidents in the town on the same day. No group claimed responsibility; however, sources attributed the incident to the Luhansk People's Republic.",1,1,0,State Actors,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,Luhansk People's Republic,0.0,-99.0,0.0,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,0.0,0.0,0.0,-9,There is also reason to doubt that this incident meets terrorism-related criteria because both the Luhansk People's Republic and the Ukraine military accused the other of instigating the attack.,"""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""Kyiv report shelling in Donbas over 24 hours,"" Interfax-Ukraine, January 2, 2015.","""Ukraine, rebels say situation in restive east tense, cease-fire breached again,"" Facebook, January 2, 2015.","201501020061, 201501020062"
965,201501020062,2015,1,2,0,Ukraine,Chernukhino,48.325562,38.511093,,"01/02/2015: Assailants attacked Ukrainian soldiers Chernukhino town, Luhansk oblast, Ukraine. No casualties were reported. This was one of two incidents in the town on the same day. No group claimed responsibility; however, sources attributed the incident to the Luhansk People's Republic.",1,1,0,State Actors,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,Luhansk People's Republic,0.0,-99.0,0.0,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,0.0,0.0,0.0,-9,There is also reason to doubt that this incident meets terrorism-related criteria because both the Luhansk People's Republic and the Ukraine military accused the other of instigating the attack.,"""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""Ukraine, rebels say situation in restive east tense, cease-fire breached again,"" Facebook, January 2, 2015.",,"201501020061, 201501020062"
966,201501020063,2015,1,2,0,Ukraine,Donetsk,47.981646999999995,37.762325,,"01/02/2015: Assailants attacked Ukrainian soldiers with mortars and firearms at Donetsk airport, Donetsk oblast, Ukraine. No casualties were reported in the attack. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,2,Armed Assault,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Armed Forces of Ukraine,Donetsk Sergey Prokofiev International Airport,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,"Mortars, heavy artillery, and small arms were used in this attack.",0.0,0.0,0.0,-9,There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack.,"""Kyiv and militia report shelling in Donbas in past 24 hours,"" Interfax, January 2, 2015.","""Ukraine, rebels say situation in restive east tense, cease-fire breached again,"" Facebook, January 2, 2015.",,
967,201501030044,2015,1,3,0,Ukraine,Odessa,46.498405,30.716375,,"01/03/2015: An explosive device detonated targeting freight cars at a railway station in Odessa city, Odessa oblast, Ukraine. No one was injured in the blast. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,1,Business,1.0,Gas/Oil/Electric,Unknown,Freight Cars,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,16.0,Unknown Explosive Type,,,,,,0.0,0.0,0.0,1,,"""Police Probe Odesa Blast,"" Radio Free Europe, January 5, 2015.","""Railway explosion in Odessa classified as terrorist act,"" Itar Tass, January 4, 2015.",,
968,201501030096,2015,1,3,0,Ukraine,Novoaydar,48.968681,39.001335,,"01/03/2015: Assailants attacked Ukrainian soldiers with guided anti-tank missiles near Novoaydar village, Luhansk oblast, Ukraine. No casualties were reported from the attack. No group claimed responsibility; however, sources attributed the incident to the Luhansk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,Luhansk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Guided anti-tank missiles were used in this attack.,0.0,0.0,0.0,-9,There is also reason to doubt that this incident meets terrorism-related criteria because both the Luhansk People's Republic and the Ukraine military accused the other of instigating the attack.,"""Ukrainian military, rebels trade accusations of truce violations,"" UNIAN, January 4, 2015.","""14:19Russian-backed militants attack Ukrainian forces 10 times overnight,"" UNIAN, January 4, 2015.",,
969,201501030097,2015,1,3,0,Ukraine,Hnutove,47.205290000000005,37.759419,,"01/03/2015: Assailants attacked Ukrainian soldiers with Grad rockets near Hnutove village, Donetsk oblast, Ukraine. No casualties were reported from the rocket fire. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,A Grad multiple-launch rocket system was used in this attack.,0.0,0.0,0.0,-9,There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack.,"""Ukrainian military, rebels trade accusations of truce violations,"" UNIAN, January 4, 2015.",,,
970,201501030098,2015,1,3,0,Ukraine,Bohdanivka,48.61874,37.89743,,"01/03/2015: Assailants attacked Ukrainian soldiers with artillery near Bohdanivka village, Donetsk oblast, Ukraine. No casualties were reported in the attack. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,State Actors,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Artillery was used in this attack.,0.0,0.0,0.0,-9,There is also reason to doubt that this incident meets terrorism-related criteria because both the Donetsk People's Republic and the Ukraine military accused the other of instigating the attack.,"""Ukrainian military, rebels trade accusations of truce violations,"" UNIAN, January 4, 2015.","""14:19Russian-backed militants attack Ukrainian forces 10 times overnight,"" UNIAN, January 4, 2015.",,
